"","seqnames","start","end","width","strand","type","log_kd","p3.score","note","ORF","symbol.x","V3","logFC","logCPM","LR","PValue","FDR","medianLength","gene_name","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.non-canonical","symbol.y","gene_id"
"15233","ENST00000399777",505,512,8,"*","7mer-a1",-3489,4,"-",FALSE,"BCL2L13","ENSG00000099968.18",-0.396147025603739,2.30243429228542,1.04506011192632,0.306647536967296,1,2485.3375,"BCL2L13",-1.06687211510109,0,3,0,0,0,0,"BCL2L13","ENSG00000099968"
"17823","ENST00000434837",1030,1037,8,"*","7mer-a1",-3489,0,"-",TRUE,"MDGA1","ENSG00000112139.17",-0.824716496483846,3.0796092938772,0.271896541141164,0.602062384625572,1,10227.5385,"MDGA1",-0.813611572323728,0,1,1,0,1,0,"MDGA1","ENSG00000112139"
"20438","ENST00000498133",735,742,8,"*","7mer-a1",-3489,4,"-",FALSE,"BCL2L13","ENSG00000099968.18",0.0555920534651164,2.06070159943636,0.0171078817022234,0.895935816143661,1,2487.613,"BCL2L13",-1.06687211510109,0,3,0,0,0,0,"BCL2L13","ENSG00000099968"
"20686","ENST00000505425",1030,1037,8,"*","7mer-a1",-3489,0,"-",TRUE,"MDGA1","ENSG00000112139.17",0.733164665182811,1.98900773058648,0.377872358095271,0.538744119525163,1,2647.581,"MDGA1",-0.104405237701947,0,0,0,0,1,0,"MDGA1","ENSG00000112139"
"21371","ENST00000519049",701,708,8,"*","7mer-a1",-3489,0,"-",FALSE,"NKAIN3","ENSG00000185942.13",0.0914838523092911,6.85243348936444,0.2343310264768,0.628330868411044,1,1080.8085,"NKAIN3",-0.422360413959312,0,1,0,0,0,0,"NKAIN3","ENSG00000185942"
"21554","ENST00000521672",783,790,8,"*","7mer-a1",-3489,4,"-",FALSE,"NPM1","ENSG00000181163.14",-0.101240432472438,3.30868377559717,0.164177601049174,0.685339065892195,1,918.0545,"NPM1",-0.486638708182874,0,1,0,0,0,0,"NPM1","ENSG00000181163"
"23439","ENST00000553700",2641,2648,8,"*","7mer-a1",-3489,0,"-",TRUE,"HECTD1","ENSG00000092148.14",-5.23716978919342,2.18395417915318,3.22114048154856,0.0726929666469485,1,8579.581,"HECTD1",-0.342320400277358,0,0,0,0,4,0,"HECTD1","ENSG00000092148"
"23554","ENST00000556224",2641,2648,8,"*","7mer-a1",-3489,0,"-",TRUE,"HECTD1","ENSG00000092148.14",0.651871608732395,2.32396493097237,2.33686783593179,0.126343363322723,1,1471.768,"HECTD1",-0.162771046499223,0,0,0,0,2,0,"HECTD1","ENSG00000092148"
"27711","ENST00000644203",4558,4565,8,"*","7mer-a1",-3489,3,"-",FALSE,"SLC9A3","ENSG00000066230.12",0.459298468691895,2.07166539238211,2.76382319598616,0.0964175676937785,1,4377.3925,"SLC9A3",-0.833991457281056,0,2,0,0,0,0,"SLC9A3","ENSG00000066230"
"29614","ENST00000676107",3015,3022,8,"*","7mer-a1",-3489,0,"-",FALSE,"CILK1","ENSG00000112144.16",0.00412278420092268,3.42285524175256,0.000301178847105454,0.98615380335777,1,5159.495,"CILK1",-0.746085332747266,0,1,0,0,1,0,"CILK1","ENSG00000112144"
"29745","ENST00000676589",1062,1069,8,"*","7mer-a1",-3489,4,"-",FALSE,"NPM1","ENSG00000181163.14",0.32757930189616,1.72555428237689,0.53896636898895,0.462861412575956,1,1012.6505,"NPM1",-0.486638708182874,0,1,0,0,0,0,"NPM1","ENSG00000181163"
"30738","ENST00000681472",1030,1037,8,"*","7mer-a1",-3489,0,"-",TRUE,"MDGA1","ENSG00000112139.17",2.44225387156465,2.31132534925501,0.606396961928219,0.43614765185052,1,10174.675,"MDGA1",-0.813611572323728,0,1,1,0,1,0,"MDGA1","ENSG00000112139"
"1450","ENST00000257287",2368,2375,8,"*","6mer",-3487,1,"-",TRUE,"CEP135","ENSG00000174799.11",0.309511807054233,1.7200500605138,1.20575649575916,0.272174168404562,1,4248.23,"CEP135",-0.203836783707502,0,0,0,0,2,0,"CEP135","ENSG00000174799"
"4216","ENST00000297338",502,509,8,"*","6mer",-3487,2,"-",TRUE,"RAD21","ENSG00000164754.16",-0.204829232014232,4.7747919030338,0.307658785511459,0.57912041407044,1,3063.355,"RAD21",-0.104206449881873,0,0,0,0,1,0,"RAD21","ENSG00000164754"
"21273","ENST00000517485",502,509,8,"*","6mer",-3487,2,"-",TRUE,"RAD21","ENSG00000164754.16",-2.40155857551287,3.13604387397222,2.87909618761128,0.0897363765003398,1,3059.835,"RAD21",-0.104206449881873,0,0,0,0,1,0,"RAD21","ENSG00000164754"
"249","ENST00000215794",688,695,8,"*","7mer-a1",-3483,0,"-",TRUE,"USP18","ENSG00000184979.11",0.404149926006141,3.43277507556253,0.92122521203091,0.337153477121927,1,1625.315,"USP18",-0.103809879289489,0,0,0,0,1,0,"USP18","ENSG00000184979"
"2421","ENST00000264428",1565,1572,8,"*","7mer-a1",-3483,2,"-",FALSE,"GLRB","ENSG00000109738.11",0.00958596859637181,4.46224154954291,0.00545487581489201,0.941124067063568,1,2004.735,"GLRB",-0.648268137268321,0,1,0,0,1,0,"GLRB","ENSG00000109738"
"2615","ENST00000265560",427,434,8,"*","7mer-a1",-3483,0,"-",TRUE,"USP4","ENSG00000114316.13",-0.10662607408414,4.14372624002976,0.456938755756727,0.499058135642256,1,3993.757,"USP4",-1.05767292785883,1,0,0,0,2,0,"USP4","ENSG00000114316"
"2840","ENST00000268613",2279,2286,8,"*","7mer-a1",-3483,0,"-",TRUE,"CDH13","ENSG00000140945.17",0.347191841328764,2.67856121965573,0.152551758624178,0.696108636708106,1,2544.2415,"CDH13",-0.188247636951844,0,0,0,0,2,0,"CDH13","ENSG00000140945"
"2857","ENST00000268942",2941,2948,8,"*","7mer-a1",-3483,4,"-",FALSE,"C17orf80","ENSG00000141219.16",-0.0349562654825819,2.75966407673503,0.00995352335015376,0.920529032700264,1,3083.8095,"C17orf80",-1.22805231593237,0,2,0,0,1,0,"C17orf80","ENSG00000141219"
"3631","ENST00000286317",1540,1547,8,"*","7mer-a1",-3483,0,"-",FALSE,"MED7","ENSG00000155868.8",-0.0613639731625673,3.78835855402828,0.110231122217279,0.739881159761026,1,1566.164,"MED7",-0.420540087259064,0,1,0,0,0,0,"MED7","ENSG00000155868"
"4130","ENST00000296452",15751,15758,8,"*","7mer-a1",-3483,0,"-",FALSE,"BSN","ENSG00000164061.5",-0.00783582564579713,4.33271076695813,0.00286971151576854,0.957278006970719,1,15561.3035,"BSN",-1.40336739282481,1,1,1,0,2,0,"BSN","ENSG00000164061"
"4619","ENST00000303052",835,842,8,"*","7mer-a1",-3483,0,"-",TRUE,"CSNK1G1","ENSG00000169118.18",-0.325669807153259,2.83700603740806,1.89536364498526,0.168598194065824,1,7794.296,"CSNK1G1",-0.960910917449597,0,1,1,0,1,0,"CSNK1G1","ENSG00000169118"
"7377","ENST00000338205",5328,5335,8,"*","7mer-a1",-3483,0,"-",TRUE,"ECPAS","ENSG00000136813.15",1.25278711186729,3.4361245640242,1.45816339087398,0.227222570660356,1,6843.549,"ECPAS",-0.103809879289489,0,0,0,0,1,0,"ECPAS","ENSG00000136813"
"8367","ENST00000351842",427,434,8,"*","7mer-a1",-3483,0,"-",TRUE,"USP4","ENSG00000114316.13",0.250972414276591,2.10060547881479,0.81022253075736,0.368054467591069,1,3099.101,"USP4",-1.05767292785883,1,0,0,0,2,0,"USP4","ENSG00000114316"
"10073","ENST00000366935",1260,1267,8,"*","7mer-a1",-3483,0,"-",TRUE,"GPATCH2","ENSG00000092978.11",0.383641044398237,2.38061896690724,1.66689571634719,0.196674844074248,1,4631.1435,"GPATCH2",-0.440915016459773,0,0,1,0,1,0,"GPATCH2","ENSG00000092978"
"10378","ENST00000368139",283,290,8,"*","7mer-a1",-3483,0,"-",TRUE,"L3MBTL3","ENSG00000198945.8",-0.77969162095048,1.71244464935803,3.30192655176381,0.0691986796058014,1,3581.776,"L3MBTL3",-0.734159975726845,0,1,0,0,3,0,"L3MBTL3","ENSG00000198945"
"12173","ENST00000375882",340,347,8,"*","7mer-a1",-3483,0,"-",TRUE,"CSNK2B","ENSG00000204435.15",-0.218857247186281,6.39156458284968,1.03971489886498,0.307887788154916,1,655.462,"CSNK2B",-0.103809879289489,0,0,0,0,1,0,"CSNK2B","ENSG00000204435"
"17441","ENST00000428848",2021,2028,8,"*","7mer-a1",-3483,0,"-",TRUE,"CDH13","ENSG00000140945.17",0.751843684553059,2.25340279349714,0.421212375897891,0.516332711405182,1,2003.81,"CDH13",-0.103809879289489,0,0,0,0,1,0,"CDH13","ENSG00000140945"
"18298","ENST00000442697",5800,5807,8,"*","7mer-a1",-3483,0,"-",FALSE,"DNAJB14","ENSG00000164031.17",-0.122066094201373,3.50699977216474,0.422396427787024,0.515743689117204,1,3635.345,"DNAJB14",-0.870785600827486,0,2,1,0,0,0,"DNAJB14","ENSG00000164031"
"20466","ENST00000500161",118,125,8,"*","7mer-a1",-3483,0,"-",TRUE,"ZNF329","ENSG00000181894.15",-0.567849548765916,1.6992530559357,1.80000111170365,0.179712360479509,1,2799.1635,"ZNF329",-0.790456442992343,0,0,1,0,4,0,"ZNF329","ENSG00000181894"
"21825","ENST00000527446",1282,1289,8,"*","7mer-a1",-3483,0,"-",FALSE,"RPS3","ENSG00000149273.15",0.142834555737351,3.12287234893419,0.306670266757461,0.579730666748693,1,1027.99,"RPS3",-0.648453462310669,0,1,0,0,1,0,"RPS3","ENSG00000149273"
"22803","ENST00000541722",1272,1279,8,"*","7mer-a1",-3483,2,"-",FALSE,"GLRB","ENSG00000109738.11",-0.0462691271213918,1.89020045144165,0.0135340335250742,0.907386362280783,1,1726.927,"GLRB",-0.612786615614949,0,1,0,0,1,0,"GLRB","ENSG00000109738"
"24112","ENST00000567109",2138,2145,8,"*","7mer-a1",-3483,0,"-",TRUE,"CDH13","ENSG00000140945.17",0.0812181901972693,4.25177982187028,0.113778968467926,0.735882180337884,1,7213.631,"CDH13",-0.103809879289489,0,0,0,0,1,0,"CDH13","ENSG00000140945"
"24878","ENST00000589838",334,341,8,"*","7mer-a1",-3483,0,"-",TRUE,"PRKCSH","ENSG00000130175.10",-0.0134893229328478,2.58969536321223,0.00302750774172544,0.956120305165187,1,1583.249,"PRKCSH",-0.103809879289489,0,0,0,0,1,0,"PRKCSH","ENSG00000130175"
"25005","ENST00000591462",334,341,8,"*","7mer-a1",-3483,0,"-",TRUE,"PRKCSH","ENSG00000130175.10",-0.0840715846160575,3.29365530180226,0.0614295090676364,0.804250644237782,1,1756.025,"PRKCSH",-0.103809879289489,0,0,0,0,1,0,"PRKCSH","ENSG00000130175"
"25570","ENST00000607537",835,842,8,"*","7mer-a1",-3483,0,"-",TRUE,"CSNK1G1","ENSG00000169118.18",0.032004464458716,1.82965188543274,0.00158307886558617,0.968262204167745,1,1825.1015,"CSNK1G1",-0.103809879289489,0,0,0,0,1,0,"CSNK1G1","ENSG00000169118"
"25885","ENST00000612905",8397,8404,8,"*","7mer-a1",-3483,2,"-",FALSE,"JRK","ENSG00000234616.9",-1.77601637942265,1.73715578224975,0.746929950054497,0.387449970851326,1,9064.4235,"JRK",-1.26615188906005,0,2,2,0,1,0,"JRK","ENSG00000234616"
"29845","ENST00000677123",334,341,8,"*","7mer-a1",-3483,0,"-",TRUE,"PRKCSH","ENSG00000130175.10",0.439930758370498,2.97171893181031,0.243249687549049,0.621868808576908,1,1782.3415,"PRKCSH",-0.103809879289489,0,0,0,0,1,0,"PRKCSH","ENSG00000130175"
"1242","ENST00000253237",4703,4710,8,"*","7mer-m8",-3482,0,"-",FALSE,"GRWD1","ENSG00000105447.13",0.0376899659695161,3.93872332766521,0.0742001059383641,0.785316806934348,1,5094.5715,"GRWD1",-1.42550765782455,0,3,1,0,0,0,"GRWD1","ENSG00000105447"
"2125","ENST00000262741",3262,3269,8,"*","7mer-m8",-3480,0,"-",FALSE,"PIK3R3","ENSG00000117461.15",0.207761572260816,4.87988095710856,1.18091171355053,0.27717046694738,1,5384.2845,"PIK3R3",-1.07726296807055,0,2,0,0,3,0,"PIK3R3","ENSG00000117461"
"2891","ENST00000269439",3882,3889,8,"*","7mer-m8",-3480,0,"-",FALSE,"RNF165","ENSG00000141622.14",-0.343136532616242,3.04189486268736,0.796988276273623,0.371995353593516,1,7537.3455,"RNF165",-1.03031953771971,0,3,0,0,1,0,"RNF165","ENSG00000141622"
"4319","ENST00000299163",8126,8133,8,"*","7mer-m8",-3480,4,"-",FALSE,"HIF1AN","ENSG00000166135.14",-0.000461180132831726,5.02372387059572,1.52958457366736e-05,0.996879489115103,1,13009.213,"HIF1AN",-2.0952034148227,1,5,5,0,0,0,"HIF1AN","ENSG00000166135"
"5183","ENST00000310389",943,950,8,"*","7mer-m8",-3480,5,"-",FALSE,"ARL10","ENSG00000175414.7",0.0576548974826677,3.58790034418551,0.0800015790796227,0.777295270881988,1,10575.105,"ARL10",-1.35188737450166,0,3,3,0,0,0,"ARL10","ENSG00000175414"
"8655","ENST00000355209",2901,2908,8,"*","7mer-m8",-3480,6,"-",FALSE,"POLR3H","ENSG00000100413.17",0.286119292483719,3.83933052272104,3.85046596695849,0.0497321724342907,1,4216.8725,"POLR3H",-0.75340465552431,0,2,0,0,0,0,"POLR3H","ENSG00000100413"
"12029","ENST00000375169",6170,6177,8,"*","7mer-m8",-3480,0,"-",FALSE,"WNK3","ENSG00000196632.11",0.00894894282623448,3.58417789095764,0.000944696571076875,0.975480147356478,1,10042.524,"WNK3",-0.775390132960261,0,1,1,0,4,0,"WNK3","ENSG00000196632"
"16801","ENST00000420542",3262,3269,8,"*","7mer-m8",-3480,0,"-",FALSE,"PIK3R3","ENSG00000117461.15",-0.0175390184152461,4.36271442081815,0.00697520389279305,0.93343991504033,1,4941.264,"PIK3R3",-1.07726296807055,0,2,0,0,3,0,"PIK3R3","ENSG00000117461"
"28876","ENST00000663165",1582,1589,8,"*","7mer-m8",-3480,4,"-",FALSE,"GVQW3","ENSG00000179240.13",-0.0745902944240982,3.02286386054153,0.180870840070571,0.670625920073672,1,8432.948,"GVQW3",-1.07752423218197,0,2,1,0,2,0,"GVQW3","ENSG00000179240"
"4449","ENST00000300651",4063,4070,8,"*","7mer-a1",-3479,6,"-",TRUE,"MED1","ENSG00000125686.12",0.0754033312029473,3.05018803969618,0.113620068891637,0.736059788934922,1,8003.522,"MED1",-0.137774177857754,0,0,0,0,1,0,"MED1","ENSG00000125686"
"7301","ENST00000337537",1303,1310,8,"*","7mer-a1",-3479,0,"-",TRUE,"PPP2R5E","ENSG00000154001.14",-0.0696600023888615,4.01522231137699,0.150256450627042,0.698290405299429,1,5103.198,"PPP2R5E",-0.774190381848667,0,1,1,0,1,0,"PPP2R5E","ENSG00000154001"
"7693","ENST00000341426",1544,1551,8,"*","7mer-a1",-3479,0,"-",FALSE,"NADK","ENSG00000008130.15",-0.455877326432822,3.15782910263867,0.408521516697089,0.522720880506983,1,3034.927,"NADK",-0.75210686057962,0,1,1,0,1,0,"NADK","ENSG00000008130"
"7750","ENST00000341991",1544,1551,8,"*","7mer-a1",-3479,0,"-",FALSE,"NADK","ENSG00000008130.15",2.62707510253914,1.82541390485522,0.435003284146683,0.509544069815728,1,2903.8235,"NADK",-0.75210686057962,0,1,1,0,1,0,"NADK","ENSG00000008130"
"16915","ENST00000422090",1288,1295,8,"*","7mer-a1",-3479,0,"-",TRUE,"NUP62","ENSG00000213024.13",0.362905476267286,2.92475271508027,1.072718933119,0.300332109859761,1,3269.497,"NUP62",-0.103414645742336,0,0,0,0,1,0,"NUP62","ENSG00000213024"
"16958","ENST00000422769",1075,1082,8,"*","7mer-a1",-3479,0,"-",TRUE,"PPP2R5E","ENSG00000154001.14",0.171757295036094,4.26664913233796,0.933065418693433,0.334067642744237,1,2548.3,"PPP2R5E",-0.648500607529888,0,1,0,0,1,0,"PPP2R5E","ENSG00000154001"
"10211","ENST00000367387",4635,4642,8,"*","6mer",-3478,3,"-",FALSE,"LHX9","ENSG00000143355.16",-0.415959590479758,3.29968271829136,0.548252543196007,0.459032584344668,1,5108.4065,"LHX9",-1.28903925689919,1,0,1,0,0,0,"LHX9","ENSG00000143355"
"10337","ENST00000367926",913,920,8,"*","6mer",-3478,0,"-",TRUE,"UAP1","ENSG00000117143.14",0.176892804841099,4.31487111068119,1.54916441693156,0.21325883795778,1,2768.018,"UAP1",-0.103316045844658,0,0,0,0,1,0,"UAP1","ENSG00000117143"
"20768","ENST00000507093",3838,3845,8,"*","6mer",-3478,2,"-",TRUE,"RAPGEF6","ENSG00000158987.22",-0.0334484676377625,1.60335446597549,0.0102393098618307,0.919400051523055,1,5286.9535,"RAPGEF6",-0.29719388954078,0,0,0,0,3,0,"RAPGEF6","ENSG00000158987"
"20867","ENST00000509018",3799,3806,8,"*","6mer",-3478,2,"-",TRUE,"RAPGEF6","ENSG00000158987.22",0.182959354274758,2.2006729158909,0.0213990832997801,0.883696994732829,1,7338.666,"RAPGEF6",-0.29719388954078,0,0,0,0,3,0,"RAPGEF6","ENSG00000158987"
"28994","ENST00000671916",2797,2804,8,"*","6mer",-3478,2,"-",TRUE,"RAPGEF6","ENSG00000158987.22",0.0773045787436679,3.10012212301114,0.044016467314588,0.833822978198428,1,6141.3395,"RAPGEF6",-0.29719388954078,0,0,0,0,3,0,"RAPGEF6","ENSG00000158987"
"6629","ENST00000329908",1538,1545,8,"*","7mer-a1",-3477,0,"-",FALSE,"IST1","ENSG00000182149.21",0.543475925587947,3.8804351050106,1.50309377682961,0.220195946795483,1,2162.6135,"IST1",-0.557553873944907,0,1,1,0,0,0,"IST1","ENSG00000182149"
"7737","ENST00000341785",1935,1942,8,"*","7mer-a1",-3477,0,"-",FALSE,"FAM163A","ENSG00000143340.7",-0.0381375534863344,3.5836367273682,0.0179884184111021,0.893306965498566,1,2570.3405,"FAM163A",-0.945695106983322,0,2,1,0,0,0,"FAM163A","ENSG00000143340"
"8497","ENST00000354258",898,905,8,"*","7mer-a1",-3477,0,"-",TRUE,"TAP1","ENSG00000168394.13",0.0358304207346794,3.26919142130943,0.00119860834261942,0.97238201697543,1,2412.8535,"TAP1",-0.103217529229566,0,0,0,0,1,0,"TAP1","ENSG00000168394"
"12720","ENST00000378798",1449,1456,8,"*","7mer-a1",-3477,0,"-",FALSE,"IST1","ENSG00000182149.21",-0.324013191706973,4.35491670519814,1.22457769891567,0.268464144046603,1,2057.231,"IST1",-0.557553873944907,0,1,1,0,0,0,"IST1","ENSG00000182149"
"18117","ENST00000439924",1078,1085,8,"*","7mer-a1",-3477,0,"-",FALSE,"IST1","ENSG00000182149.21",-0.190446292700855,3.8474327596728,0.36773166474037,0.544243308803221,1,1610.4225,"IST1",-0.557553873944907,0,1,1,0,0,0,"IST1","ENSG00000182149"
"19256","ENST00000456820",1311,1318,8,"*","7mer-a1",-3477,0,"-",FALSE,"IST1","ENSG00000182149.21",0.169943933166777,3.85987763423044,0.310625518852014,0.577296595443106,1,1819.407,"IST1",-0.557553873944907,0,1,1,0,0,0,"IST1","ENSG00000182149"
"26233","ENST00000616200",1711,1718,8,"*","7mer-a1",-3477,0,"-",TRUE,"NEXMIF","ENSG00000050030.16",0.561112832524471,1.82100837546607,0.447899371194945,0.50333420116223,1,8562.3955,"NEXMIF",-1.22992114237546,0,1,1,0,6,0,"NEXMIF","ENSG00000050030"
"135","ENST00000174618",859,866,8,"*","7mer-a1",-3475,4,"-",TRUE,"MNT","ENSG00000070444.15",-0.146098901795493,1.71574267878336,0.211901470242763,0.645281115970788,1,4390.7085,"MNT",-0.124885830369348,0,0,0,0,1,0,"MNT","ENSG00000070444"
"675","ENST00000233114",928,935,8,"*","7mer-a1",-3475,0,"-",TRUE,"MDH1","ENSG00000014641.21",-0.0437023295632977,9.98032117756261,0.190318995131058,0.662651253187493,1,992.645,"MDH1",-0.103020745621129,0,0,0,0,1,0,"MDH1","ENSG00000014641"
"14651","ENST00000396444",16634,16641,8,"*","7mer-a1",-3475,2,"-",FALSE,"USP8","ENSG00000138592.14",0.363546012680511,2.86706528545386,0.188136348421043,0.664472265893924,1,16793.0005,"USP8",-1.83118325704373,1,1,7,0,1,0,"USP8","ENSG00000138592"
"17651","ENST00000432309",982,989,8,"*","7mer-a1",-3475,0,"-",TRUE,"MDH1","ENSG00000014641.21",-0.0566002100565627,3.33810879225232,0.0468408402497023,0.828654572821672,1,1150.272,"MDH1",-0.103020745621129,0,0,0,0,1,0,"MDH1","ENSG00000014641"
"22998","ENST00000544381",928,935,8,"*","7mer-a1",-3475,0,"-",TRUE,"MDH1","ENSG00000014641.21",0.00290301884194835,6.27377534334352,0.000619560164761168,0.980141933469881,1,1369.589,"MDH1",-0.103020745621129,0,0,0,0,1,0,"MDH1","ENSG00000014641"
"25155","ENST00000593767",2454,2461,8,"*","7mer-a1",-3475,0,"-",FALSE,"MED25","ENSG00000104973.19",0.501325980445483,1.59925597942021,1.93997764281865,0.163670961631594,1,3534.7885,"MED25",-1.27822770312761,0,2,0,0,1,0,"MED25","ENSG00000104973"
"4953","ENST00000307465",3372,3379,8,"*","7mer-a1",-3474,3,"-",FALSE,"CDKL2","ENSG00000138769.11",0.0310005578956266,3.35918269567695,0.0179322736874248,0.893472604177898,1,4018.683,"CDKL2",-0.465355209126101,0,1,0,0,0,0,"CDKL2","ENSG00000138769"
"19470","ENST00000462683",5690,5697,8,"*","7mer-a1",-3474,5,"-",FALSE,"YIPF6","ENSG00000181704.12",-0.0809770850046213,6.42918799509924,0.79237832177655,0.373381940741463,1,4961.022,"YIPF6",-0.498429600497342,0,1,0,0,0,0,"YIPF6","ENSG00000181704"
"21419","ENST00000519716",8346,8353,8,"*","7mer-a1",-3474,0,"-",FALSE,"UNC13A","ENSG00000130477.16",-0.0618278184824248,4.70366722525801,0.161097795696914,0.688147807808052,1,9993.41,"UNC13A",-1.17280620236626,0,2,1,0,2,0,"UNC13A","ENSG00000130477"
"368","ENST00000219400",2066,2073,8,"*","7mer-a1",-3473,0,"-",FALSE,"CMC2","ENSG00000103121.9",-0.0751530732012337,1.98577610953321,0.0497233938472608,0.823545289782844,1,8998.6005,"CMC2",-1.15201530211879,0,2,1,0,0,0,"CMC2","ENSG00000103121"
"1282","ENST00000254190",1641,1648,8,"*","6mer",-3473,0,"-",TRUE,"CHSY1","ENSG00000131873.7",0.15222811223954,2.25116110562301,0.371443416319663,0.542218531981836,1,3682.671,"CHSY1",-0.485834722613781,0,0,0,0,2,0,"CHSY1","ENSG00000131873"
"1866","ENST00000261735",313,320,8,"*","7mer-a1",-3473,3,"-",TRUE,"ERP29","ENSG00000089248.7",0.01680754060165,7.5820927926763,0.0952673278414959,0.757584694449765,1,1315.829,"ERP29",-0.381873303317109,0,0,0,0,2,0,"ERP29","ENSG00000089248"
"1989","ENST00000262160",27715,27722,8,"*","6mer",-3473,0,"-",FALSE,"SMAD2","ENSG00000175387.16",0.0551127324431367,3.28882218840439,0.0841119592859059,0.771800463723562,1,30179.448,"SMAD2",-2.50136316468567,1,6,8,0,1,0,"SMAD2","ENSG00000175387"
"2145","ENST00000262843",2877,2884,8,"*","7mer-a1",-3473,0,"-",FALSE,"MID2","ENSG00000080561.14",-0.136498568303968,2.5543521238143,0.323041511006076,0.569785515941287,1,6405.255,"MID2",-0.591656419250236,0,1,0,0,2,0,"MID2","ENSG00000080561"
"3435","ENST00000282003",1498,1505,8,"*","7mer-a1",-3473,0,"-",TRUE,"OBI1","ENSG00000152193.8",0.0435247458786429,5.15609014547711,0.131313169581592,0.717074366445268,1,2831.3945,"OBI1",-0.102824294465135,0,0,0,0,1,0,"OBI1","ENSG00000152193"
"3471","ENST00000282541",2859,2866,8,"*","6mer",-3473,0,"-",FALSE,"GPD1L","ENSG00000152642.11",0.0270199642554684,2.91639636862881,0.017831613190129,0.893770235887916,1,3457.066,"GPD1L",-0.716729396263469,0,0,2,0,2,0,"GPD1L","ENSG00000152642"
"3519","ENST00000284000",3367,3374,8,"*","6mer",-3473,4,"-",FALSE,"CEBPG","ENSG00000153879.9",-0.00351810409894128,4.67664176184399,0.000335982020967407,0.985375744638642,1,3052.5555,"CEBPG",-1.22373731770636,0,1,1,0,0,0,"CEBPG","ENSG00000153879"
"3811","ENST00000290795",2059,2066,8,"*","6mer",-3473,0,"-",FALSE,"GPBP1L1","ENSG00000159592.11",-0.600463027161619,1.57825593536816,0.124728351668153,0.723961737085245,1,3088.871,"GPBP1L1",-0.417515623385501,0,0,1,0,0,0,"GPBP1L1","ENSG00000159592"
"6301","ENST00000325319",220,227,8,"*","7mer-a1",-3473,0,"-",TRUE,"NELL1","ENSG00000165973.19",-0.308520869892559,2.27443217007022,0.410815484651225,0.521555887530124,1,2826.3625,"NELL1",-0.225077028816518,0,0,0,0,2,0,"NELL1","ENSG00000165973"
"6517","ENST00000328459",13001,13008,8,"*","6mer",-3473,0,"-",FALSE,"TTC7B","ENSG00000165914.15",-0.0782642137037267,2.6692969871077,0.102660844591154,0.748659584493274,1,19418.536,"TTC7B",-1.92398750806802,1,2,3,0,0,0,"TTC7B","ENSG00000165914"
"6605","ENST00000329565",2222,2229,8,"*","7mer-a1",-3473,0,"-",FALSE,"SNN","ENSG00000184602.6",-0.0448606823528985,6.3514376780297,0.140806196105784,0.707480856111479,1,3076.036,"SNN",-0.620167365284216,0,1,1,0,0,0,"SNN","ENSG00000184602"
"6928","ENST00000333896",1710,1717,8,"*","7mer-m8",-3473,4,"-",TRUE,"SPTBN1","ENSG00000115306.16",0.115603953831431,2.70011346124031,0.0729616931525889,0.787072380760391,1,8816.093,"SPTBN1",-0.5421077469152,0,0,1,0,5,0,"SPTBN1","ENSG00000115306"
"8640","ENST00000355105",2059,2066,8,"*","6mer",-3473,0,"-",FALSE,"GPBP1L1","ENSG00000159592.11",0.250580685248692,3.08267196588103,0.0874876141172543,0.767395766390746,1,3126.626,"GPBP1L1",-0.417515623385501,0,0,1,0,0,0,"GPBP1L1","ENSG00000159592"
"8914","ENST00000356805",1749,1756,8,"*","7mer-m8",-3473,4,"-",TRUE,"SPTBN1","ENSG00000115306.16",-0.11049768262421,6.18520920276967,1.63777126467312,0.200631533942565,1,10141.1315,"SPTBN1",-0.341564722126293,0,0,0,0,5,0,"SPTBN1","ENSG00000115306"
"9000","ENST00000357134",220,227,8,"*","7mer-a1",-3473,0,"-",TRUE,"NELL1","ENSG00000165973.19",-0.0398648254941781,5.88919242492846,0.0875379923148998,0.767330736393587,1,2982.5515,"NELL1",-0.225077028816518,0,0,0,0,2,0,"NELL1","ENSG00000165973"
"10090","ENST00000366977",1402,1409,8,"*","6mer",-3473,0,"-",FALSE,"NSL1","ENSG00000117697.15",0.0665236683251335,4.87433484428457,0.446339040093161,0.504078632577578,1,11656.971,"NSL1",-0.949909646807651,0,0,5,0,0,0,"NSL1","ENSG00000117697"
"10229","ENST00000367478",3943,3950,8,"*","7mer-a1",-3473,0,"-",TRUE,"TPR","ENSG00000047410.14",0.131315262049446,4.29699904756434,1.3678099938611,0.242188513685647,1,8409.5175,"TPR",-0.102824294465135,0,0,0,0,1,0,"TPR","ENSG00000047410"
"10484","ENST00000368632",877,884,8,"*","6mer",-3473,0,"-",TRUE,"HDAC2","ENSG00000196591.12",-0.0147870463515041,7.48100325548421,0.0108515525570958,0.917033817584791,1,1604.534,"HDAC2",-0.102824294465135,0,0,0,0,1,0,"HDAC2","ENSG00000196591"
"11854","ENST00000374293",376,383,8,"*","7mer-a1",-3473,0,"-",FALSE,"GNG10","ENSG00000242616.4",0.0333783583331459,5.95167158700457,0.170351431927486,0.679799667723245,1,606.015,"GNG10",-0.417515623385501,0,1,0,0,0,0,"GNG10","ENSG00000242616"
